Canada,2018,TV-PG,Movie
Germany,2015,TV-MA,Movie
Egypt,2016,TV-14,Movie
United States,2011,R,Movie
"Denmark, France, Poland",1989,TV-14,Movie
Poland,2020,TV-MA,Movie
Japan,2020,TV-MA,Movie
United States,2019,TV-Y7,TV Show
Kenya,2019,TV-14,Movie
United States,2017,TV-MA,Movie
Italy,2018,TV-Y7,TV Show
Spain,2019,TV-MA,TV Show
Canada,2017,TV-G,Movie
Spain,2019,TV-MA,Movie
United States,2015,NR,Movie
Nigeria,2019,TV-MA,Movie
,2017,TV-MA,Movie
United States,2014,PG-13,Movie
Italy,2018,TV-14,Movie
United States,2014,R,Movie
United States,2004,PG-13,Movie
United States,2011,R,Movie
Indonesia,2012,TV-14,Movie
Romania,2019,TV-14,Movie
United States,2018,TV-MA,Movie
"New Zealand, United Kingdom",2017,R,Movie
United States,2019,R,Movie
United States,2015,TV-MA,Movie
India,2014,TV-MA,Movie
United States,2019,TV-MA,TV Show
United States,2017,R,Movie
India,2019,TV-14,TV Show
Spain,2016,TV-MA,Movie
United States,2018,TV-PG,TV Show
Pakistan,2018,TV-PG,Movie
India,2011,TV-MA,Movie
Australia,2016,TV-PG,TV Show
Australia,2018,TV-14,TV Show
"Australia, United States",2017,TV-14,TV Show
Australia,2016,TV-PG,TV Show
,2020,TV-MA,TV Show
United States,2016,TV-PG,TV Show
India,2019,TV-MA,Movie
Nigeria,2016,TV-PG,Movie
Australia,2011,PG,Movie
"Mexico, United States",2019,TV-PG,Movie
United States,2020,TV-PG,Movie
"United States, China",2017,R,Movie
"China, Hong Kong",2011,TV-14,Movie
India,2016,TV-14,Movie
United States,2016,PG,Movie
Taiwan,2017,TV-MA,TV Show
"United States, United Kingdom",1977,PG,Movie
United States,2020,PG-13,Movie
United States,2018,G,Movie
Turkey,2016,TV-14,Movie
Taiwan,2020,TV-14,Movie
Canada,2018,TV-G,Movie
United States,2017,TV-PG,Movie
United States,2019,TV-PG,Movie
United States,2018,TV-PG,Movie
"France, South Korea, Japan",2016,TV-Y7,Movie
"United States, Canada",2004,PG,Movie
United States,2019,PG,Movie
"United Kingdom, United States",1971,R,Movie
United States,1993,R,Movie
United States,2014,TV-Y7,Movie
United States,2020,TV-MA,Movie
"Netherlands, Denmark, South Africa",2015,TV-PG,Movie
"Canada, United States",2016,R,Movie
United States,2019,TV-PG,Movie
India,2016,TV-14,Movie
Denmark,2018,TV-MA,Movie
United States,2018,TV-MA,Movie
United States,2017,R,Movie
United States,2012,R,Movie
United States,2020,TV-Y,Movie
,2020,TV-Y,Movie
,2020,TV-Y,Movie
Taiwan,2013,TV-14,TV Show
United Kingdom,2015,TV-PG,Movie
United States,2017,TV-MA,Movie
United States,2013,R,Movie
United States,2019,TV-14,Movie
Germany,2015,TV-MA,Movie
United States,2011,TV-G,Movie
Hong Kong,2019,TV-MA,Movie
Taiwan,2017,TV-PG,TV Show
"United States, China",2019,TV-MA,Movie
United States,2016,R,Movie
South Korea,2017,TV-MA,TV Show
"France, Netherlands, Singapore",2019,TV-MA,Movie
United States,2018,TV-MA,Movie
Argentina,2020,TV-14,Movie
United States,2006,TV-14,TV Show
United Kingdom,2014,R,Movie
United States,2018,TV-G,TV Show
China,2019,TV-G,TV Show
South Korea,2020,TV-PG,TV Show
United States,2020,TV-PG,Movie
Philippines,2007,TV-14,Movie
South Korea,2010,TV-14,TV Show
France,2016,TV-MA,Movie
,2012,TV-MA,Movie
"United Kingdom, Spain, United States",2016,PG-13,Movie
"United Arab Emirates, United States",2014,R,Movie
United States,2014,PG-13,Movie
Brazil,2017,TV-14,Movie
United States,2020,TV-MA,Movie
United States,1998,PG-13,Movie
Netherlands,2015,TV-MA,Movie
United Kingdom,2015,TV-MA,Movie
Germany,2020,TV-14,TV Show
United States,2012,TV-MA,Movie
United States,2013,R,Movie
"United Kingdom, Hong Kong",2016,TV-14,Movie
United States,2011,TV-PG,Movie
Brazil,2020,TV-14,TV Show
Spain,2019,TV-MA,Movie
Canada,2011,NR,Movie
India,2016,TV-MA,Movie
Philippines,2015,TV-MA,Movie
United States,2020,TV-14,Movie
"Iran, France",2011,PG-13,Movie
United States,2019,TV-PG,TV Show
"United States, United Kingdom, France",2009,R,Movie
"United Kingdom, France, Belgium, United States, China",2020,G,Movie
Japan,2016,TV-14,Movie
United States,2009,R,Movie
"Argentina, Brazil, France, Poland, Germany, Denmark",2017,TV-14,Movie
United States,2015,TV-PG,Movie
United States,1988,TV-14,Movie
United States,2017,TV-Y,Movie
Taiwan,2019,TV-MA,Movie
Taiwan,2018,TV-MA,TV Show
"Israel, United States",2015,PG-13,Movie
"United States, Mexico",2019,TV-PG,Movie
United States,1996,R,Movie
Taiwan,2019,TV-14,TV Show
United States,2012,PG-13,Movie
Taiwan,2016,TV-MA,TV Show
,2020,TV-Y,Movie
Nigeria,2016,TV-MA,Movie
India,2020,TV-Y7,Movie
"Uruguay, Argentina, Spain",2018,TV-MA,Movie
"United States, Canada",2017,TV-G,Movie
United States,2015,TV-14,Movie
France,2018,TV-MA,TV Show
Philippines,2008,TV-G,Movie
United States,2002,PG,Movie
India,2008,TV-MA,Movie
United States,2017,TV-14,Movie
Japan,2020,TV-PG,Movie
Canada,2017,PG,Movie
United States,2018,PG,Movie
United States,2015,TV-PG,TV Show
"Singapore, France",2016,TV-MA,Movie
United Kingdom,2013,TV-MA,TV Show
United States,2015,TV-14,TV Show
Japan,2018,TV-14,TV Show
Canada,2019,TV-MA,Movie
United States,2018,PG,Movie
Turkey,2011,TV-MA,Movie
India,2017,TV-MA,Movie
India,2009,TV-14,Movie
India,2013,TV-PG,Movie
India,1988,TV-14,Movie
India,2018,TV-PG,Movie
India,2008,TV-14,Movie
India,2018,TV-14,Movie
India,2011,TV-14,Movie
India,2010,TV-14,Movie
India,1993,TV-14,Movie
India,2010,TV-14,Movie
India,2019,TV-14,Movie
"United States, Canada",2019,TV-Y,TV Show
India,2015,TV-PG,Movie
India,2015,TV-14,Movie
India,2013,TV-14,Movie
Egypt,2012,TV-MA,Movie
United States,2017,TV-14,Movie
Pakistan,2016,TV-14,Movie
India,2016,TV-14,Movie
South Korea,2017,TV-PG,TV Show
United States,2012,TV-Y7,Movie
"United Kingdom, United States, France, Germany",2002,PG-13,Movie
United Kingdom,2013,R,Movie
United States,2019,TV-14,TV Show
United States,2020,TV-PG,TV Show
South Korea,2019,TV-14,TV Show
Argentina,2015,TV-MA,Movie
Mexico,2016,TV-MA,Movie
Hong Kong,2009,TV-MA,Movie
China,2018,TV-14,TV Show
United States,2013,TV-PG,Movie
Canada,2015,TV-MA,Movie
"United States, United Kingdom",2007,PG-13,Movie
United States,2012,R,Movie
"Turkey, United States",2010,NR,Movie
India,2010,TV-PG,Movie
"Bulgaria, United States",2017,R,Movie
Canada,2018,R,Movie
France,2018,TV-MA,TV Show
Spain,2020,TV-MA,Movie
United States,2019,TV-MA,Movie
United States,2018,TV-14,TV Show
United States,2018,TV-MA,Movie
United States,1986,TV-MA,Movie
France,2014,TV-14,Movie
United States,2018,TV-MA,Movie
India,2018,TV-14,Movie
India,2017,TV-MA,Movie
"Australia, France",2013,R,Movie
"Hong Kong, Iceland, United States",2018,PG-13,Movie
India,2017,TV-14,Movie
United States,2015,TV-MA,Movie
"Canada, United States",2018,NR,Movie
United Arab Emirates,2016,TV-14,Movie
United States,2018,TV-MA,TV Show
Brazil,2020,TV-MA,Movie
United Kingdom,2013,TV-PG,TV Show
Brazil,2017,TV-PG,TV Show
United States,2019,PG-13,Movie
United Kingdom,2020,TV-MA,TV Show
United States,2019,TV-PG,Movie
United States,2012,NR,Movie
United States,2018,TV-MA,Movie
"United States, Mexico",2019,TV-PG,Movie
United States,2020,R,Movie
"United Kingdom, United States",2017,R,Movie
United States,2008,TV-MA,Movie
"United States, Chile",2012,R,Movie
Singapore,2014,TV-14,TV Show
United Kingdom,2018,TV-MA,Movie
United Kingdom,2017,TV-MA,TV Show
,2010,TV-MA,TV Show
Taiwan,2018,TV-MA,TV Show
"Germany, France, Russia",2017,TV-PG,TV Show
"Mauritius, South Africa",2019,TV-MA,TV Show
India,2015,TV-14,TV Show
Japan,2020,TV-14,TV Show
Japan,2018,TV-PG,Movie
India,1990,TV-14,Movie
Argentina,2018,TV-MA,Movie
India,2009,TV-14,Movie
India,2006,TV-14,Movie
United States,2012,R,Movie
Japan,2019,TV-14,TV Show
Japan,2018,TV-MA,TV Show
United Kingdom,2014,TV-PG,TV Show
"United States, Japan",2020,TV-PG,Movie
United States,2020,TV-PG,Movie
India,2015,TV-14,Movie
India,2004,TV-14,Movie
India,2018,TV-MA,Movie
India,2012,TV-14,Movie
United States,2020,TV-14,TV Show
India,2009,TV-14,Movie
,2015,TV-PG,TV Show
Japan,2016,TV-MA,TV Show
India,2017,TV-MA,Movie
India,2020,TV-MA,Movie
Japan,2014,TV-14,TV Show
India,2019,TV-G,TV Show
,2015,TV-14,TV Show
,2019,TV-MA,Movie
Lebanon,2017,TV-14,TV Show
India,2020,TV-14,Movie
,2017,TV-MA,Movie
Mexico,2017,TV-MA,Movie
Egypt,2017,TV-MA,Movie
United States,2017,TV-MA,Movie
India,2019,TV-MA,Movie
"United States, Bulgaria",2016,TV-PG,Movie
Colombia,2018,TV-MA,Movie
Spain,2018,TV-MA,Movie
"Uruguay, Argentina",2019,TV-MA,Movie
Mexico,2020,TV-MA,Movie
United States,2018,TV-MA,Movie
United States,2020,TV-G,TV Show
"Egypt, Algeria",1979,TV-MA,Movie
"France, Egypt",1989,TV-MA,Movie
Uruguay,2019,TV-MA,Movie
United Arab Emirates,2019,TV-14,Movie
Turkey,2015,TV-MA,Movie
United States,2016,TV-MA,Movie
United States,2018,TV-MA,Movie
Australia,2018,TV-MA,Movie
Canada,2017,TV-MA,TV Show
,2017,TV-MA,Movie
"Soviet Union, India",1980,TV-14,Movie
United States,1974,PG,Movie
Japan,2020,TV-MA,TV Show
Brazil,2019,TV-MA,Movie
United States,2017,TV-PG,Movie
,2020,TV-Y7,TV Show
United States,2019,TV-MA,Movie
United Kingdom,2020,TV-PG,TV Show
United States,2020,TV-Y,Movie
United States,2018,PG,Movie
"Sweden, United States",2016,TV-14,Movie
South Africa,2017,TV-MA,Movie
United States,2018,R,Movie
United States,2018,TV-PG,TV Show
United States,2019,TV-14,TV Show
Malaysia,2020,TV-PG,Movie
United States,2020,R,Movie
"Ireland, United Kingdom, United States",1989,G,Movie
Colombia,2020,TV-MA,TV Show
"Spain, Italy",2019,TV-MA,Movie
United States,2017,TV-Y7,TV Show
,2017,TV-Y7,TV Show
United States,2016,TV-G,Movie
United States,2019,TV-14,Movie
United States,2018,TV-MA,Movie
Philippines,2017,TV-MA,Movie
United States,2006,R,Movie
United States,2020,TV-MA,Movie
United Kingdom,2018,R,Movie
Mexico,2020,TV-14,Movie
Brazil,2017,TV-MA,Movie
United States,2020,PG,Movie
Hong Kong,2009,TV-14,Movie
Germany,2019,TV-MA,Movie
United States,2017,R,Movie
Argentina,2020,TV-MA,TV Show
United States,2020,TV-MA,Movie
,2019,TV-14,TV Show
"United Kingdom, France, Germany",2016,R,Movie
Philippines,2019,TV-14,Movie
"United States, Germany, Canada",2001,R,Movie
United States,2013,TV-G,Movie
"United States, India",2014,TV-Y7,Movie
United Kingdom,2014,TV-Y,TV Show
United States,2017,TV-G,Movie
,2018,TV-MA,Movie
United States,2020,TV-MA,TV Show
"Japan, United States",2020,TV-MA,Movie
United States,2019,TV-14,Movie
Colombia,2019,TV-14,TV Show
Philippines,2016,TV-14,Movie
"Denmark, United States",2016,TV-MA,Movie
"South Africa, United States",2002,PG-13,Movie
Spain,2017,TV-MA,Movie
United Kingdom,2015,TV-MA,Movie
India,1977,TV-14,Movie
Egypt,2011,TV-14,Movie
United States,2018,TV-MA,Movie
United Kingdom,2018,TV-PG,TV Show
United Kingdom,2017,TV-PG,Movie
United States,2014,TV-14,TV Show
United States,2013,TV-14,TV Show
United States,2016,TV-MA,Movie
United States,2017,R,Movie
United States,1999,R,Movie
United States,2017,TV-14,Movie
United States,2017,TV-MA,TV Show
United States,2016,TV-MA,TV Show
United States,2017,TV-MA,Movie
United States,2018,TV-PG,TV Show
United States,2018,TV-14,Movie
United States,2019,TV-14,Movie
United States,2019,TV-G,Movie
Canada,2019,TV-MA,Movie
"Canada, Luxembourg",2014,R,Movie
United States,1998,R,Movie
"United Kingdom, United States",2016,R,Movie
United States,2019,TV-MA,TV Show
United States,2018,TV-MA,Movie
United States,2020,TV-MA,Movie
United States,2015,TV-14,TV Show
United States,2020,R,Movie
"United States, Canada",2000,R,Movie
United States,2019,TV-MA,Movie
United States,2018,TV-MA,TV Show
United States,2019,TV-MA,Movie
India,2019,TV-14,Movie
Philippines,2017,TV-MA,TV Show
Turkey,2017,TV-14,Movie
India,1966,TV-PG,Movie
United Kingdom,2015,R,Movie
United States,2019,TV-MA,Movie
United States,2017,TV-MA,Movie
India,2013,TV-PG,Movie
United States,1986,G,Movie
United States,1991,G,Movie
United States,1999,G,Movie
United States,2000,G,Movie
France,2019,TV-MA,Movie
Egypt,1982,TV-MA,Movie
"United Kingdom, United States",2018,R,Movie
Egypt,2012,TV-14,Movie
United States,2017,R,Movie
Taiwan,2012,TV-14,TV Show
United States,2018,TV-PG,Movie
"Serbia, United States",2017,R,Movie
Colombia,2020,TV-14,Movie
Egypt,2014,TV-MA,Movie
Brazil,2018,TV-MA,Movie
India,2014,TV-14,Movie
India,2017,TV-MA,Movie
Spain,2017,TV-MA,Movie
"Canada, Nigeria",2010,TV-MA,Movie
United States,2018,TV-14,TV Show
"Iceland, Sweden, Belgium",2018,TV-14,Movie
Egypt,2008,TV-14,Movie
India,1994,TV-14,Movie
India,2018,TV-14,Movie
,2020,TV-14,Movie
India,2020,TV-14,Movie
Singapore,2020,TV-PG,Movie
France,2020,TV-14,Movie
United States,2015,R,Movie
India,2017,TV-14,Movie
Taiwan,2014,TV-14,TV Show
Japan,2010,TV-PG,TV Show
United States,2001,R,Movie
United States,2019,R,Movie
"Ireland, Canada",2018,TV-Y,Movie
United States,2020,TV-Y,Movie
"United States, Italy",2009,PG-13,Movie
United States,2003,PG-13,Movie
Finland,2018,TV-Y7,TV Show
"India, Germany",2015,TV-MA,Movie
,2020,TV-14,Movie
India,2018,TV-14,Movie
United Kingdom,2019,TV-PG,Movie
"China, Spain, South Korea, United States",2020,TV-Y7,Movie
China,2018,TV-MA,Movie
"Spain, Belgium",2018,TV-MA,Movie
Brazil,2020,TV-MA,TV Show
India,2014,TV-14,Movie
India,2018,TV-14,TV Show
India,2018,TV-14,TV Show
United States,2015,TV-14,Movie
India,2013,TV-PG,Movie
India,2013,TV-14,Movie
United States,2016,TV-PG,Movie
Canada,2019,TV-PG,TV Show
Japan,2011,TV-14,TV Show
"United Kingdom, Canada, United States, Germany",2018,TV-MA,Movie
"Brazil, Netherlands, United States, Colombia, Austria, Germany",2016,TV-PG,Movie
United States,2019,TV-MA,TV Show
South Korea,2016,TV-MA,TV Show
,2019,TV-MA,TV Show
United States,2018,PG-13,Movie
Egypt,2017,TV-MA,Movie
,2018,TV-Y7,Movie
United States,2018,TV-PG,TV Show
United States,2019,TV-MA,Movie
United States,2015,TV-MA,Movie
India,2006,TV-14,Movie
United States,2018,TV-MA,Movie
,2019,TV-PG,Movie
India,2007,TV-14,Movie
Japan,2012,TV-Y7,TV Show
United States,2017,TV-MA,Movie
Argentina,2019,TV-MA,TV Show
Spain,2016,TV-MA,TV Show
India,2005,TV-14,Movie
United States,2016,NR,Movie
"United States, Canada",2011,PG-13,Movie
"United Kingdom, United States",2018,TV-MA,Movie
"France, Canada, Belgium",2015,PG,Movie
United States,2016,TV-MA,TV Show
France,2016,TV-MA,Movie
United States,2015,TV-14,Movie
Colombia,2018,TV-MA,Movie
Japan,2019,TV-PG,TV Show
,2020,TV-Y7,TV Show
"India, United Kingdom, China, Canada, Japan, South Korea, United States",2019,PG,Movie
"France, Belgium",2016,TV-14,Movie
Egypt,2018,TV-14,Movie
United States,2014,TV-14,TV Show
Netherlands,2020,TV-MA,TV Show
South Korea,2017,TV-MA,TV Show
Iceland,2020,TV-MA,Movie
United States,2017,TV-MA,TV Show
United States,2020,TV-MA,Movie
Indonesia,2011,TV-14,Movie
India,2011,TV-14,Movie
"Canada, United States",2016,TV-MA,Movie
United States,2019,TV-MA,TV Show
United States,2019,TV-14,TV Show
United States,2019,TV-MA,Movie
South Korea,2019,TV-MA,TV Show
United States,2011,PG-13,Movie
"United Kingdom, United States",2011,PG,Movie
India,2019,TV-MA,Movie
"Indonesia, South Korea, Singapore",2018,TV-14,Movie
United States,2014,R,Movie
United States,1997,PG-13,Movie
India,2018,TV-MA,Movie
India,2018,TV-14,Movie
United States,2018,TV-MA,TV Show
China,2018,TV-14,TV Show
Australia,2017,TV-PG,TV Show
United States,2019,TV-Y,TV Show
India,2001,R,Movie
United States,2016,TV-MA,Movie
Norway,2020,TV-14,Movie
United States,2019,TV-MA,Movie
United States,2019,TV-MA,TV Show
Peru,2015,TV-14,Movie
India,2020,TV-14,Movie
South Korea,2016,NR,Movie
United States,2016,TV-MA,Movie
Canada,2018,TV-14,Movie
Taiwan,2003,TV-14,TV Show
Japan,2015,TV-PG,TV Show
United States,2020,PG-13,Movie
"France, Senegal, Belgium",2019,TV-14,Movie
United States,2012,PG-13,Movie
"United States, Canada",2012,TV-14,Movie
"Canada, France",2016,TV-Y7,TV Show
Japan,2013,TV-MA,TV Show
United Kingdom,2014,TV-14,Movie
Chile,2016,TV-14,Movie
United States,2019,TV-14,TV Show
United States,2016,TV-MA,Movie
Australia,2020,TV-MA,TV Show
"Romania, France, Switzerland, Germany",2010,TV-MA,Movie
United Kingdom,1994,TV-PG,Movie
Australia,2016,TV-MA,TV Show
United States,2002,PG-13,Movie
United States,1997,PG-13,Movie
United States,1999,PG-13,Movie
India,2016,TV-MA,Movie
"Bulgaria, United States, Spain, Canada",2014,R,Movie
Taiwan,2009,TV-14,TV Show
United States,2020,R,Movie
United States,2007,TV-Y7,TV Show
Indonesia,2018,TV-PG,Movie
United Kingdom,2019,TV-MA,Movie
United States,2018,PG-13,Movie
"Sweden, Netherlands",2017,TV-MA,Movie
United Kingdom,2018,TV-MA,Movie
United States,2019,TV-MA,Movie
United States,2019,TV-PG,TV Show
United States,2020,TV-14,TV Show
,2015,TV-PG,TV Show
India,2018,TV-MA,Movie
India,2020,TV-MA,Movie
India,2017,TV-MA,Movie
Mexico,2018,TV-MA,Movie
Ghana,2018,TV-14,Movie
India,2016,TV-14,Movie
United States,2015,TV-MA,Movie
United States,2013,TV-MA,Movie
United States,2019,TV-MA,Movie
Japan,2018,TV-MA,TV Show
India,2013,TV-14,Movie
India,2017,TV-14,Movie
India,2017,TV-14,Movie
India,2016,TV-14,Movie
India,2017,TV-MA,Movie
,2017,TV-14,Movie
,2017,TV-MA,Movie
,2015,TV-14,Movie
India,2015,TV-14,Movie
,2015,TV-14,Movie
,2015,TV-14,Movie
India,2018,TV-MA,Movie
Turkey,2005,TV-14,Movie
Turkey,2018,TV-MA,Movie
"France, United States, Mexico",2006,R,Movie
United States,2020,TV-14,TV Show
Italy,2020,TV-MA,TV Show
United Kingdom,2018,TV-MA,TV Show
India,2019,TV-PG,Movie
South Africa,2018,TV-14,Movie
Germany,2020,TV-MA,TV Show
India,2016,TV-MA,Movie
Brazil,2016,NR,Movie
Australia,2019,TV-Y,Movie
Japan,2018,TV-MA,TV Show
Taiwan,2016,TV-PG,TV Show
,2019,TV-MA,Movie
Thailand,2015,TV-14,Movie
,2018,TV-MA,TV Show
Canada,2014,NR,Movie
United States,2019,R,Movie
United States,2019,TV-MA,Movie
"Australia, United Kingdom, United Arab Emirates, Canada",2015,R,Movie
Canada,2019,TV-MA,TV Show
India,2020,TV-14,TV Show
United States,1995,R,Movie
United States,2003,R,Movie
United Kingdom,2017,TV-MA,Movie
United Kingdom,2014,TV-MA,TV Show
Thailand,2017,TV-MA,Movie
United States,2014,TV-MA,Movie
South Korea,2014,TV-MA,TV Show
South Korea,2018,TV-MA,TV Show
"Singapore, United States",2017,TV-MA,Movie
"United States, Canada",2016,TV-MA,Movie
"France, Belgium",2018,TV-MA,Movie
India,2013,TV-14,TV Show
India,2006,TV-14,Movie
India,2019,TV-14,Movie
United States,2019,TV-14,Movie
,2019,TV-MA,TV Show
Japan,2020,TV-MA,TV Show
,2020,TV-Y7,TV Show
"Japan, Canada, United States",2018,TV-PG,TV Show
,2019,TV-Y7,TV Show
Chile,2016,TV-MA,TV Show
United States,1995,G,Movie
United States,2001,G,Movie
United States,2004,G,Movie
Pakistan,2017,TV-MA,Movie
Turkey,2015,TV-14,Movie
Nigeria,2017,TV-14,Movie
United States,2020,TV-MA,Movie
United States,2017,R,Movie
United States,2015,NR,Movie
India,1978,TV-PG,Movie
Thailand,2010,TV-MA,Movie
India,2015,TV-14,Movie
,2016,TV-MA,TV Show
Thailand,2019,TV-MA,TV Show
Thailand,2002,TV-MA,Movie
,2018,TV-14,TV Show
Thailand,2018,TV-14,TV Show
Thailand,2019,TV-14,TV Show
Thailand,2019,TV-14,TV Show
Thailand,2009,TV-14,Movie
Spain,2015,TV-MA,Movie
India,2009,TV-14,Movie
Saudi Arabia,2016,TV-MA,Movie
Germany,2020,TV-MA,TV Show
"Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, United States, Uruguay",2017,TV-MA,Movie
United States,2013,TV-Y,Movie
"United States, Canada",2017,TV-Y,Movie
"United States, Canada",2018,TV-Y,TV Show
,2020,TV-Y,TV Show
United States,2010,TV-Y,Movie
United States,2015,TV-Y,Movie
United States,2015,TV-Y,Movie
"United States, Canada",2012,TV-Y,TV Show
United States,2020,TV-Y,Movie
United States,2016,TV-Y,Movie
United States,2010,TV-Y7,Movie
"United States, Canada",2011,TV-Y,Movie
"United States, Canada",2016,TV-Y,Movie
United States,2012,TV-Y,Movie
United States,2017,TV-Y,Movie
United States,2017,TV-14,Movie
Philippines,2016,TV-14,Movie
India,2019,TV-MA,TV Show
India,2017,TV-14,Movie
United States,2015,PG-13,Movie
India,2012,TV-14,Movie
Chile,2013,TV-14,Movie
United States,2016,TV-MA,Movie
India,1995,TV-PG,Movie
United States,1998,R,Movie
"United States, France",1992,R,Movie
United States,2019,TV-PG,TV Show
Italy,2016,TV-Y,TV Show
United States,2017,TV-MA,TV Show
India,2016,TV-14,Movie
United States,2018,PG-13,Movie
United States,2016,R,Movie
"Norway, Denmark, Netherlands, Sweden",2018,TV-MA,Movie
United States,2015,TV-14,TV Show
United States,2018,TV-MA,Movie
United Kingdom,2016,TV-PG,TV Show
,2018,TV-MA,TV Show
India,1972,TV-PG,Movie
Namibia,2019,TV-PG,Movie
"Mexico, Finland",2019,TV-MA,Movie
India,1982,TV-14,Movie
India,2011,TV-14,Movie
"United States, Australia",2015,TV-MA,Movie
United States,2016,PG,Movie
Taiwan,2015,TV-PG,TV Show
Taiwan,2015,TV-14,TV Show
Russia,2018,TV-Y,TV Show
Germany,2013,TV-G,Movie
"United Kingdom, United States",1997,PG-13,Movie
United States,2013,TV-G,Movie
Canada,2010,TV-PG,TV Show
Japan,2019,TV-MA,TV Show
United States,2015,TV-MA,Movie
"Australia, Canada",2018,TV-Y,TV Show
"Australia, Canada",2017,TV-Y,Movie
South Korea,2015,TV-14,TV Show
United States,2019,TV-MA,Movie
Mexico,2016,TV-MA,Movie
Canada,2016,TV-14,TV Show
Philippines,2015,TV-14,Movie
,2016,TV-MA,TV Show
United States,1996,PG-13,Movie
United States,1992,PG-13,Movie
Indonesia,2008,TV-14,Movie
South Korea,2017,TV-14,TV Show
Egypt,2016,TV-14,Movie
United States,2020,PG,Movie
Mexico,2018,TV-G,TV Show
"United Kingdom, Ireland",2007,PG-13,Movie
United States,2008,PG,Movie
"United States, Australia",2007,PG,Movie
,2018,TV-MA,Movie
Nigeria,2015,TV-MA,TV Show
United States,2017,PG-13,Movie
United States,2016,PG-13,Movie
United States,2016,PG,Movie
Egypt,2016,TV-14,Movie
"Japan, United States",2015,TV-14,Movie
United States,2001,TV-14,TV Show
United States,2017,TV-MA,Movie
United States,2018,TV-14,Movie
,2015,TV-MA,TV Show
Turkey,2010,TV-MA,TV Show
India,2016,TV-MA,Movie
United Kingdom,2015,TV-14,Movie
United States,2011,PG,Movie
United States,2016,TV-14,TV Show
Nigeria,2014,TV-14,Movie
